FULLNAME,POSTCODE,CUSTID,IPID,PRODUCTNAME,QUOTECOUNT,POLICYNO,QUOTEDATE,QUOTE_PRODUCT,ORIGINALPREMIUM,TOTALPREMIUMPAYABLE,CREATEDDATE,BRAND,BRANCHCODE,POLICY_STATUS_DESC,TYPEOFCOVER_DESC,INSURER_NAME,INCEPTIONDATE,RENEWALDATE
Mohammad Holt,TA6 1ZB,a9eed771954e12fba9aa98df128d538f,555630,RIASPC,14,GDCCA05091756,2023-05-04,RIASPC,778.39,,2023-05-10,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-03-08,2024-03-08
Mohammad Holt,TA6 1ZB,a9eed771954e12fba9aa98df128d538f,555630,RIASPC,14,GDCCA05091756,2023-05-04,RIASPC,778.39,,2023-05-10,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-03-08,2024-03-08
Nicola Leach,TA7 0YN,7fdee4f1a3e6efd9034a9ad496526be8,418195,RIASPC,8,GDCCA03008793,2023-05-03,RIASPC,253.39,,2023-05-18,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2020-06-11,2023-06-11
Nicola Leach,TA7 0YN,7fdee4f1a3e6efd9034a9ad496526be8,418195,RIASPC,8,GDCCA03008793,2023-05-05,RIASPC,253.39,,2023-05-18,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2020-06-11,2023-06-11
Kelly Harper,TA7 6FD,7915bad44df1c5677465bde53d54c186,395730,AgeasDirectPC,28,ACE499785-01,2023-05-03,MotorPanel,,0.00,2023-05-10,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-02,2024-06-02
Vanessa Nixon,TA8 4DZ,7187cbf479105cc49824d39e020db960,370944,RIASPC,12,GDCCA05085120,2023-05-05,RIASPC,1845.18,,2023-05-27,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-02-12,2024-02-12
Vanessa Nixon,TA8 4DZ,7187cbf479105cc49824d39e020db960,370944,RIASPC,12,GDCCA05085120,2023-05-04,RIASPC,1845.18,,2023-05-27,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-02-12,2024-02-12
Vanessa Nixon,TA8 4DZ,7187cbf479105cc49824d39e020db960,370944,RIASPC,12,ANP346835-03,2023-05-02,MotorPanel,,0.00,2023-05-27,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-02-12,2024-02-12
Vanessa Nixon,TA8 4DZ,7187cbf479105cc49824d39e020db960,370944,RIASPC,12,GDCCA05085120,2023-05-04,RIASPC,1845.18,0.00,2023-05-27,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-02-12,2024-02-12
Vanessa Nixon,TA8 4DZ,7187cbf479105cc49824d39e020db960,370944,RIASPC,12,GDCCA05085120,2023-05-05,RIASPC,1845.18,0.00,2023-05-27,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-02-12,2024-02-12
Carol Patel,TA8P 8DG,2c997cb3ecfc00bb5100f725f4192ba0,145431,AgeasDirectPC,37,GDCCA02470689,2023-05-05,AgeasDirectPC,826.91,,2023-05-21,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-09-16,2023-09-16
Carol Patel,TA8P 8DG,2c997cb3ecfc00bb5100f725f4192ba0,145431,AgeasDirectPC,37,GDCCA02470689,2023-05-05,AgeasDirectPC,826.91,0.00,2023-05-21,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-09-16,2023-09-16
Alexander Owen,TA8W 9UH,36bb023619593fa386ad6f35c1bab07b,178838,AgeasDirectPC,15,GDCCA06989761,2023-05-04,AgeasDirectPC,597.68,,2023-05-12,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-11,2024-05-11
Conor Jordan,TD0 0NU,fc2dd51c180825e93c22ab9d0b19014f,823758,AgeasDirectPC,51,AAI638861-27,2023-05-02,MotorPanel,,0.00,2023-05-13,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-13,2024-05-13
Conor Jordan,TD0 0NU,fc2dd51c180825e93c22ab9d0b19014f,823758,AgeasDirectPC,51,AAI638861-27,2023-05-02,MotorPanel,,0.00,2023-05-13,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-13,2024-05-13
Conor Jordan,TD0 0NU,fc2dd51c180825e93c22ab9d0b19014f,823758,AgeasDirectPC,51,AAI638861-27,2023-05-02,MotorPanel,,0.00,2023-05-13,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-13,2024-05-13
Richard Hughes,TD0 6DL,98625b633912abc7a3068f0a34628b19,498382,AgeasDirectPC,50,ACD892772-07,2023-05-04,MotorPanel,,0.00,2023-05-06,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-05,2024-05-05
Richard Hughes,TD0 6DL,98625b633912abc7a3068f0a34628b19,498382,AgeasDirectPC,50,ACD892772-07,2023-05-04,MotorPanel,,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-06,2024-05-06
Richard Hughes,TD0 6DL,98625b633912abc7a3068f0a34628b19,498382,AgeasDirectPC,50,ACD892772-07,2023-05-04,MotorPanel,,0.00,2023-05-06,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-05,2024-05-05
Alex Phillips,TD13 5QJ,cae8b0f258206f6b57a5baf8a86d6546,663280,AgeasDirectPC,28,ACE099437-02,2023-05-01,MotorPanel,,0.00,2023-05-21,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-16,2024-06-16
Eileen Thomas,TD1N 9WR,fedd1d0c71e942542ceb57fdb263c149,832558,AgeasDirectPC,15,ACE407229-01,2023-05-03,MotorPanel,,270.85,2023-05-28,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-28,2024-05-28
Stephen Pearson,TD2 0GX,a0ae3f4c6f661d60fa56563ab6d18a5b,525701,AgeasDirectPC,63,APP209860-01,2023-05-01,MotorPanel,,0.00,2023-05-25,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-02,2024-05-02
Joanna Webb,TD2 9XA,5e152d2e1a832e7755e4171af8d86a15,307496,AgeasDirectPC,28,GDCCA05887532,2023-05-03,AgeasDirectPC,555.34,,2023-05-23,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-07-10,2023-07-10
Charlie Baxter,TD3 0ZB,a29e3c9768c69a14bed7a4aa6f7333f5,531991,AgeasDirectPC,24,ACE297473-01,2023-05-02,MotorPanel,,169.01,2023-05-25,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-24,2024-05-24
Katie Ward,TD44 6JW,cf7e3b096458139fc55dc5ad1619b0c7,678303,AgeasDirectPC,10,AXP103215-02,2023-05-01,MotorPanel,,1977.16,2023-05-29,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-29,2024-05-29
Katherine Moss,TD48 1HY,05c090d2a85663bffec5e73bb934e0a0,18766,RIASPC,7,ACE569901-05,2023-05-03,MotorPanel,,0.00,2023-05-09,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-05-08,2024-05-08
Colin Day,TD5R 6RH,b8d13dd6024f600f372c0c8da60ee49e,604164,AgeasDirectPC,126,AP2207705-01,2023-05-04,MotorPanel,,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-19,2024-05-19
Gregory Holt,TD7 3JP,fa5e70dae594b32568ed3fc2cecf7228,817914,AgeasDirectPC,6,GDCCA06529153,2023-05-04,AgeasDirectPC,258.21,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-02-01,2024-02-01
Gregory Holt,TD7 3JP,fa5e70dae594b32568ed3fc2cecf7228,817914,AgeasDirectPC,6,GDCCA06529153,2023-05-04,AgeasDirectPC,258.21,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-02-01,2024-02-01
Raymond Jenkins,TD7B 9FL,f34879b6f28c9b3010acdf5ba528e763,794696,RIASPC,6,GDCCA05023537,2023-05-02,RIASPC,673.26,,2023-05-25,Rias,AUTO,In The Renewal Cycle,Comprehensive,Ageas RIAS,2021-06-30,2023-06-30
Deborah Thompson,TD7H 8TS,bae824d54b0cf44ca1e86c3a988732ff,610945,AgeasDirectPC,13,GDCCA06990359,2023-05-05,AgeasDirectPC,205.37,0.00,2023-05-17,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-17,2024-05-17
Catherine Carr,TD8 6YR,6bfaca1857afbb5646f26db53a354c82,352752,AgeasDirectPC,11,GDCCA06180594,2023-05-03,AgeasDirectPC,373.20,0.00,2023-05-10,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-09,2024-04-09
Catherine Carr,TD8 6YR,6bfaca1857afbb5646f26db53a354c82,352752,AgeasDirectPC,11,GDCCA06180594,2023-05-03,AgeasDirectPC,373.20,,2023-05-10,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-09,2024-04-09
Catherine Carr,TD8 6YR,6bfaca1857afbb5646f26db53a354c82,352752,AgeasDirectPC,11,GDCCA06180594,2023-05-03,AgeasDirectPC,373.20,,2023-05-10,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-09,2024-04-09
Joe Wallace,TD8R 5BU,85f2e7d7763502e2533d0571941f2aac,438253,AgeasDirectPC,15,GDCCA06456059,2023-05-02,AgeasDirectPC,212.11,,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-08,2024-06-08
Diane John,TD9 5SF,ccce8cbd4a2105356a92a4199a85c741,669466,AgeasDirectPC,18,GDCCA06985452,2023-05-02,AgeasDirectPC,218.16,,2023-05-25,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-13,2024-05-13
Aaron Chambers,TD9A 8WG,dc93582be5f123f96ed0d4dbde75f850,720716,AgeasDirectPC,6,ACE101954-04,2023-05-03,MotorPanel,,0.00,2023-05-31,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-30,2024-05-30
Bruce Green,TD9A 7QH,31b3b125b7505e1097ef564be22ba19a,162333,AgeasDirectPC,36,GDCCA06144302,2023-05-04,AgeasDirectPC,773.84,0.00,2023-05-12,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-02-22,2024-02-22
Bruce Green,TD9A 7QH,31b3b125b7505e1097ef564be22ba19a,162333,AgeasDirectPC,36,GDCCA06144302,2023-05-05,AgeasDirectPC,773.84,0.00,2023-05-12,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-02-22,2024-02-22
Bruce Green,TD9A 7QH,31b3b125b7505e1097ef564be22ba19a,162333,AgeasDirectPC,36,GDCCA06144302,2023-05-05,AgeasDirectPC,773.84,,2023-05-12,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-02-22,2024-02-22
Bruce Green,TD9A 7QH,31b3b125b7505e1097ef564be22ba19a,162333,AgeasDirectPC,36,GDCCA06144302,2023-05-04,AgeasDirectPC,773.84,,2023-05-12,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-02-22,2024-02-22
Aimee Hill,TF07 4TP,4486f59b98ce32866b7fc60f88456275,223833,AgeasDirectPC,16,ACD663900-02,2023-05-02,MotorPanel,,0.00,2023-05-29,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-29,2024-05-29
Aimee Hill,TF07 4TP,4486f59b98ce32866b7fc60f88456275,223833,AgeasDirectPC,16,ACD663900-02,2023-05-02,MotorPanel,,0.00,2023-05-27,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-29,2024-05-29
Dale Russell,TF0A 8FZ,703c4c97d3b4792cda70fd092e15614c,366745,AgeasDirectPC,22,GDCCA06987744,2023-05-03,AgeasDirectPC,689.21,,2023-05-21,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-03,2024-05-03
Anne Phillips,TF0Y 1DA,f899f7af0d302a88c8cf12b8a9aa7abb,812123,AgeasDirectPC,6,GDCCA02409659,2023-05-05,AgeasDirectPC,709.83,,2023-05-19,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-05-31,2024-05-31
Anne Phillips,TF0Y 1DA,f899f7af0d302a88c8cf12b8a9aa7abb,812123,AgeasDirectPC,6,GDCCA02409659,2023-05-05,AgeasDirectPC,269.93,,2023-05-19,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-05-31,2024-05-31
Damien Farrell,TF14 4BF,9bd63fe7aedf72b93a2d70f263648882,509858,AgeasDirectPC,15,GDCCA06437465,2023-05-02,AgeasDirectPC,169.06,,2023-05-09,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-08,2024-05-08
Damien Farrell,TF14 4BF,9bd63fe7aedf72b93a2d70f263648882,509858,AgeasDirectPC,15,GDCCA06437465,2023-05-02,AgeasDirectPC,169.06,,2023-05-09,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-08,2024-05-08
Damien Farrell,TF14 4BF,9bd63fe7aedf72b93a2d70f263648882,509858,AgeasDirectPC,15,GDCCA06437465,2023-05-02,AgeasDirectPC,169.06,,2023-05-09,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-08,2024-05-08
Damien Farrell,TF14 4BF,9bd63fe7aedf72b93a2d70f263648882,509858,AgeasDirectPC,15,GDCCA06437465,2023-05-02,AgeasDirectPC,169.06,,2023-05-09,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-08,2024-05-08
Damien Farrell,TF14 4BF,9bd63fe7aedf72b93a2d70f263648882,509858,AgeasDirectPC,15,GDCCA06437465,2023-05-02,AgeasDirectPC,169.06,,2023-05-09,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-08,2024-05-08
Aimee Miller,TF2P 3WB,e4d804c091282e47afe2cb42db2f4e65,747470,AgeasDirectPC,6,GDCCA03169429,2023-05-04,AgeasDirectPC,436.39,,2023-05-05,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-08-12,2023-08-12
Douglas Skinner,TF2X 0UH,9542985d1bcfd9c6e0efe3637c695521,488240,AgeasDirectPC,51,GDCCA06988136,2023-05-05,AgeasDirectPC,1933.26,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-03,2024-05-03
Lynn Knight,TF3B 0JZ,e12a6f8bfda5579bb0f5ed5ed09c9a2d,735554,AgeasDirectPC,13,GDCCA06456297,2023-05-01,AgeasDirectPC,1721.57,,2023-05-19,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-07,2024-06-07
Alexander Slater,TF41 6XF,c5aadc90305d3143a34a08603e51691b,646206,AgeasDirectPC,61,ACE876378-01,2023-05-05,MotorPanel,,139.66,2023-05-15,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-31,2024-05-31
Alexander Slater,TF41 6XF,c5aadc90305d3143a34a08603e51691b,646206,AgeasDirectPC,61,ACE876378-01,2023-05-05,MotorPanel,,139.66,2023-05-19,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-31,2024-05-31
Marie Morris,TF4B 0XY,319bf55f022dc05e7e920b04dbb9c2e9,162028,AgeasDirectPC,20,ACD038219-03,2023-05-01,MotorPanel,,0.00,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-09,2024-05-09
Luke Williams,TF58 8UQ,51eadbf392cc5dd02e811f3b929f5bc8,267569,AgeasDirectPC,43,GDCCA06989115,2023-05-04,AgeasDirectPC,548.03,0.00,2023-05-04,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-31,2024-05-31
Luke Williams,TF58 8UQ,51eadbf392cc5dd02e811f3b929f5bc8,267569,AgeasDirectPC,43,GDCCA06989115,2023-05-04,AgeasDirectPC,548.03,0.00,2023-05-22,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-06,2024-06-06
Roy Ellis,TF64 9YH,c8ccf5545a7afddfcc6fc9682ba6bb60,656381,AgeasDirectPC,16,ACE237564-01,2023-05-02,MotorPanel,,0.00,2023-05-17,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-17,2024-05-17
Kathleen Warren,TF71 5AF,f9c3290907174d6e7262f910e91d3c56,815967,AgeasDirectPC,14,GDCCA06987957,2023-05-05,AgeasDirectPC,388.19,,2023-05-10,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-10,2024-05-10
Kathleen Warren,TF71 5AF,f9c3290907174d6e7262f910e91d3c56,815967,AgeasDirectPC,14,GDCCA06987957,2023-05-04,AgeasDirectPC,388.19,,2023-05-10,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-10,2024-05-10
Glenn Parker,TF79 7NT,2248db14023589b446c54d39f48019a3,111620,AgeasDirectPC,11,GDCCA06988255,2023-05-04,AgeasDirectPC,284.71,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-06,2024-05-06
Damian Collins,TF79 5WY,aca02818fe852abd935b5f63da92c95d,564476,AgeasDirectPC,9,GDCCA05926553,2023-05-02,AgeasDirectPC,299.17,,2023-05-23,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-09-17,2023-09-17
Damian Collins,TF79 5WY,aca02818fe852abd935b5f63da92c95d,564476,AgeasDirectPC,9,GDCCA05926553,2023-05-02,AgeasDirectPC,299.17,0.00,2023-05-23,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-09-17,2023-09-17
Damian Collins,TF79 5WY,aca02818fe852abd935b5f63da92c95d,564476,AgeasDirectPC,9,GDCCA05926553,2023-05-01,AgeasDirectPC,299.17,,2023-05-23,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-09-17,2023-09-17
Damian Collins,TF79 5WY,aca02818fe852abd935b5f63da92c95d,564476,AgeasDirectPC,9,GDCCA05926553,2023-05-01,AgeasDirectPC,299.17,0.00,2023-05-23,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-09-17,2023-09-17
Emma Cunningham,TF8 3ER,c4ed51cd68c801dc2324194797a2c3c0,643810,AgeasDirectPC,16,GDCCA06963316,2023-05-01,AgeasDirectPC,1515.36,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-20,2024-03-20
Emma Cunningham,TF8 3ER,c4ed51cd68c801dc2324194797a2c3c0,643810,AgeasDirectPC,16,GDCCA06963316,2023-05-04,AgeasDirectPC,1515.36,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-20,2024-03-20
Emma Cunningham,TF8 3ER,c4ed51cd68c801dc2324194797a2c3c0,643810,AgeasDirectPC,16,GDCCA06963316,2023-05-01,AgeasDirectPC,1515.36,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-20,2024-03-20
Emma Cunningham,TF8 3ER,c4ed51cd68c801dc2324194797a2c3c0,643810,AgeasDirectPC,16,GDCCA06963316,2023-05-01,AgeasDirectPC,1515.36,,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-20,2024-03-20
Emma Cunningham,TF8 3ER,c4ed51cd68c801dc2324194797a2c3c0,643810,AgeasDirectPC,16,GDCCA06963316,2023-05-01,AgeasDirectPC,1515.36,,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-20,2024-03-20
Emma Cunningham,TF8 3ER,c4ed51cd68c801dc2324194797a2c3c0,643810,AgeasDirectPC,16,GDCCA06963316,2023-05-04,AgeasDirectPC,1515.36,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-20,2024-03-20
Emma Cunningham,TF8 3ER,c4ed51cd68c801dc2324194797a2c3c0,643810,AgeasDirectPC,16,GDCCA06963316,2023-05-04,AgeasDirectPC,1515.36,,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-20,2024-03-20
Emma Cunningham,TF8 3ER,c4ed51cd68c801dc2324194797a2c3c0,643810,AgeasDirectPC,16,GDCCA06963316,2023-05-01,AgeasDirectPC,1515.36,,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-20,2024-03-20
Emma Cunningham,TF8 3ER,c4ed51cd68c801dc2324194797a2c3c0,643810,AgeasDirectPC,16,GDCCA06963316,2023-05-04,AgeasDirectPC,1515.36,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-20,2024-03-20
Emma Cunningham,TF8 3ER,c4ed51cd68c801dc2324194797a2c3c0,643810,AgeasDirectPC,16,GDCCA06963316,2023-05-01,AgeasDirectPC,1515.36,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-20,2024-03-20
Emma Cunningham,TF8 3ER,c4ed51cd68c801dc2324194797a2c3c0,643810,AgeasDirectPC,16,GDCCA06963316,2023-05-04,AgeasDirectPC,1515.36,,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-20,2024-03-20
Emma Cunningham,TF8 3ER,c4ed51cd68c801dc2324194797a2c3c0,643810,AgeasDirectPC,16,GDCCA06963316,2023-05-04,AgeasDirectPC,1515.36,,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-20,2024-03-20
Carolyn Spencer,TF83 2PR,97a9aa76b38d6618b759cdaa18053d0b,496036,AgeasDirectPC,20,AP4013848-07,2023-05-02,MotorPanel,,0.00,2023-05-27,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-31,2024-05-31
Amanda Clark,TF84 4HY,6632a6fc0a20495cc2ee774b96304fb6,333870,AgeasDirectPC,18,ACE157335-01,2023-05-02,MotorPanel,,0.00,2023-05-31,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-01,2024-06-01
Amy Richards,TF93 9ED,6b92b2c9e820a881fe7d2e0aa0816ea8,351416,AgeasDirectPC,27,GDCCA06177553,2023-05-03,AgeasDirectPC,2522.18,,2023-05-10,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-08,2024-04-08
Amy Richards,TF93 9ED,6b92b2c9e820a881fe7d2e0aa0816ea8,351416,AgeasDirectPC,27,GDCCA06177553,2023-05-03,AgeasDirectPC,2522.18,,2023-05-10,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-08,2024-04-08
Amy Richards,TF93 9ED,6b92b2c9e820a881fe7d2e0aa0816ea8,351416,AgeasDirectPC,27,GDCCA06177553,2023-05-02,AgeasDirectPC,2522.18,,2023-05-10,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-08,2024-04-08
Kathryn Saunders,TN0 8EW,7d08a35c9615a16501e3705f2b733414,408825,AgeasDirectPC,6,GDCCA06985038,2023-05-04,AgeasDirectPC,545.62,,2023-05-12,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-28,2024-04-28
Kathryn Saunders,TN0 8EW,7d08a35c9615a16501e3705f2b733414,408825,AgeasDirectPC,6,GDCCA06985038,2023-05-04,AgeasDirectPC,545.62,0.00,2023-05-12,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-28,2024-04-28
John Moss,TN0A 6UR,ecd7e1eb85f69f26918afe98042cb246,773518,AgeasDirectPC,12,GDCCA06504604,2023-05-05,AgeasDirectPC,749.27,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-08,2023-10-08
John Moss,TN0A 6UR,ecd7e1eb85f69f26918afe98042cb246,773518,AgeasDirectPC,12,GDCCA06504604,2023-05-05,AgeasDirectPC,627.31,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-08,2023-10-08
John Moss,TN0A 6UR,ecd7e1eb85f69f26918afe98042cb246,773518,AgeasDirectPC,12,GDCCA06504604,2023-05-05,AgeasDirectPC,749.27,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-08,2023-10-08
John Moss,TN0A 6UR,ecd7e1eb85f69f26918afe98042cb246,773518,AgeasDirectPC,12,GDCCA06504604,2023-05-05,AgeasDirectPC,585.08,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-08,2023-10-08
John Moss,TN0A 6UR,ecd7e1eb85f69f26918afe98042cb246,773518,AgeasDirectPC,12,GDCCA06504604,2023-05-05,AgeasDirectPC,585.08,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-08,2023-10-08
John Moss,TN0A 6UR,ecd7e1eb85f69f26918afe98042cb246,773518,AgeasDirectPC,12,GDCCA06504604,2023-05-05,AgeasDirectPC,627.31,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-08,2023-10-08
John Moss,TN0A 6UR,ecd7e1eb85f69f26918afe98042cb246,773518,AgeasDirectPC,12,GDCCA06504604,2023-05-05,AgeasDirectPC,585.08,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-08,2023-10-08
John Moss,TN0A 6UR,ecd7e1eb85f69f26918afe98042cb246,773518,AgeasDirectPC,12,GDCCA06504604,2023-05-05,AgeasDirectPC,585.08,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-10-08,2023-10-08
Neil Brown,TN11 9BU,84b74824279c35be45fda8411d5ab74d,434210,AgeasDirectPC,12,GDCCA02205610,2023-05-02,RIASPC,0.00,,2023-05-15,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-11,2024-06-11
Neil Brown,TN11 9BU,84b74824279c35be45fda8411d5ab74d,434210,AgeasDirectPC,12,GDCCA02205610,2023-05-02,RIASPC,265.31,,2023-05-15,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-11,2024-06-11
Kelly Johnson,TN1M 1HD,48869161d8b3d26440d11230ed212244,236940,RIASPC,11,ACE376072-01,2023-05-02,MotorPanel,,754.98,2023-05-13,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-05-13,2024-05-13
Harriet Boyle,TN1N 2EJ,af1e332095d6b20bdc05e6a5cc2130e7,572547,AgeasDirectPC,25,GDCCA06990244,2023-05-05,AgeasDirectPC,398.82,,2023-05-09,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-09,2024-05-09
Chloe Rees,TN3 1DE,b87281d0c1bdd5d7e65058e9ef5dc23f,602874,RIASPC,10,AB4302109-64,2023-05-02,MotorPanel,,0.00,2023-05-30,Rias,AUTO,NewBusiness,Comprehensive,Ageas RIAS,2023-05-29,2024-05-29
Pamela Wells,TN3R 7RA,84b87e91464300b8f88399b3537a34e7,434223,AgeasDirectPC,20,AC2979211-04,2023-05-01,MotorPanel,,0.00,2023-05-29,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-26,2024-06-26
Josh Wood,TN4 1GF,1ebd16f4f7f5523cdc1764666f27c3a0,100124,AgeasDirectPC,50,GDCCA06441019,2023-05-04,AgeasDirectPC,180.26,,2023-05-19,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-08,2024-06-08
Josh Wood,TN4 1GF,1ebd16f4f7f5523cdc1764666f27c3a0,100124,AgeasDirectPC,50,GDCCA06441019,2023-05-02,AgeasDirectPC,180.26,,2023-05-19,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-08,2024-06-08
